,author,published_at,updated_at,like_count,text,sentimiento
561,@paulbrown7641,2024-05-27T08:43:03Z,2024-05-27T08:43:03Z,0,Why should anyone believe what fox say when they lied about crowd size at the bronx  and the libertarians booed him off stage! they hated him 😂😂 PROPAGANDA.,-0.8666
562,@dand3953,2024-05-27T08:41:27Z,2024-05-27T08:41:27Z,1,"It&#39;s all in the numbers.  For the last three years plus, Biden has, by executive fiat, been stealing each month hundreds of millions of dollars from the citizen/taxpayers of America in order to finance and imbed tens-of-millions of foreign invaders all across our country.  The lawful residents of our nation are being required by the Democrats to surrender a significant percentage of their economic comfort to the extra-national criminals of migrant crime-communities.  Invasion IS a criminal conduct.",-0.8176
563,@mlkefinch7181,2024-05-27T08:40:47Z,2024-05-27T08:40:47Z,1,I could not hear anything.,0.0
564,@charlybrown3812,2024-05-27T08:37:28Z,2024-05-27T08:37:28Z,1,FOX WON&#39;T SHOW ALL THE BOOING TRUMP GETS..  LIKE THE ONE AT THE LIBERTARIAN CONVENTION....,0.5267
565,@elsierodgers4874,2024-05-27T08:37:17Z,2024-05-27T08:37:17Z,1,These Fox clowns speak from a script. Getting paid millions to BS people.,0.0
566,@aussiegrandpa,2024-05-27T08:36:57Z,2024-05-27T08:36:57Z,0,Have you got the clip of Trump standing in the car park waving to his cars?,0.0
567,@reneehopper9280,2024-05-27T08:36:00Z,2024-05-27T08:36:00Z,1,What a jerk! NASCAR fans are southern rednecks??? Fire this guy FOX!!,-0.7364
568,@brunogargiulo842,2024-05-27T08:35:51Z,2024-05-27T08:35:51Z,0,at the meeting with the libertiarians he was booed during the entire speech and only chants were raised against him as a &quot;hypocrite&quot; &quot;hypocrite&quot; but FAKEFOXNEWS didn&#39;t say a word!! GREAT JOURNALISM!!,0.8725
569,@roblye9554,2024-05-27T08:34:05Z,2024-05-27T08:34:05Z,0,Best back ground noise ever.,0.6369
570,@rhwinner,2024-05-27T08:31:43Z,2024-05-27T08:31:43Z,0,"Visited the family in NC last month, and everyone is on the Trump train, even the D&#39;s in the family. Amazing.",0.5859
571,@pamelag7553,2024-05-27T08:30:33Z,2024-05-27T08:30:33Z,2,Really Fox? 🫨🙉That was the worst audio ever! Nice to see Trump away from NY and honoring our vets among the American folks.,0.3164
572,@edwardmille8879,2024-05-27T08:28:24Z,2024-05-27T08:28:24Z,0,He desperate pathetic person who&#39;s just about to be found guilty in New York case,-0.8316
573,@56jmack,2024-05-27T08:28:07Z,2024-05-27T08:29:05Z,0,"What a crock, as per from fox lies, lol, They didn&#39;t dwell too much on the fraudster getting booed off stage by the libertarians. It proves trump can&#39;t handle an intelligent audience, even with his usual paid cheerleaders infiltrated in the crowd, trump needs to stick to his normal gullible sucker base if he wants a cheer. He went down like a lead balloon, he fails bigly with any crowd with an IQ above 4th grade",-0.1531
574,@TracksideViews,2024-05-27T08:27:46Z,2024-05-27T08:27:46Z,8,I can confirm when they finally showed him on the big screen the crowed went wild!,0.0
575,@vegasj305,2024-05-27T08:25:32Z,2024-05-27T08:25:32Z,0,He&#39;s such a d-bag!!  He heard there was free coca-cola!!??,0.703
576,@FYRFOX198,2024-05-27T08:25:05Z,2024-05-27T08:29:36Z,0,Maybe pre-record the on site report when the cars aren’t racing…YOU IDIOTS.,0.0
577,@robspillman6801,2024-05-27T08:22:49Z,2024-05-27T08:22:49Z,0,"Not so smart, Fox morons",-0.6173
578,@islandtime5643,2024-05-27T08:21:43Z,2024-05-27T08:21:43Z,0,Vote for Trump because he is a certified rapist.,-0.7096
579,@esqsusan,2024-05-27T08:20:57Z,2024-05-27T08:20:57Z,0,I dont know who would vote for Biden over Trump...,0.0
580,@TimCarter,2024-05-27T08:17:00Z,2024-05-27T08:17:00Z,0,Did anyone hear what she said?,0.0
581,@jam1870utube,2024-05-27T08:15:00Z,2024-05-27T08:15:00Z,0,F*CK DONALD TRUMP!  Worst PreziDunce in American history!  Can&#39;t believe y&#39;all worship this criminal-wannabe-dictator.  TRUMP 4 PRISON!,-0.832
582,@sunnyside2024,2024-05-27T08:13:21Z,2024-05-27T08:13:21Z,0,As he’s wearing his MADE IN CHINA cap!,0.0
583,@Andrew34234,2024-05-27T08:12:17Z,2024-05-27T08:12:17Z,0,I was triggered when they cut away from the aeroplane,-0.2732
584,@utube321piotr,2024-05-27T08:09:52Z,2024-05-27T08:09:52Z,0,DNC = C   C    P,0.0
585,@zwieseler,2024-05-27T08:09:22Z,2024-05-27T08:09:22Z,0,"Libertarians love him too? Well, she missed that one…. 🙄",0.6369
586,@vinrin9735,2024-05-27T08:05:51Z,2024-05-27T08:05:51Z,0,Go Trump yeah he is definitely a winner he has he own jet do a fly bye Holly Molly  there Joe he in he’s ice cream van no it not him it only the ice cream man ha ha Trump for president 2024 from the land where kangaroos 🦘 Ruel,0.8834
587,@rayrocher6887,2024-05-27T08:03:08Z,2024-05-27T08:03:08Z,0,"Trump is the de facto president, already fixed, deals and peace treaty, future executive orders. Thanks real Americans",0.7506
588,@mritalianhillbilly,2024-05-27T08:02:47Z,2024-05-27T08:02:47Z,0,Sorry about the noise? Rather hear awesome horse power than any media outlet,0.5859
589,@worlddemize,2024-05-27T08:02:06Z,2024-05-27T08:02:06Z,0,Trump is going to WIN all the STATES BIGLY,0.6739
590,@wndmountain,2024-05-27T07:59:45Z,2024-05-27T07:59:45Z,0,Still laughing about the Libertarians booing him. Giving him the finger. No one wanted him there.,0.5423
591,@stephenbarrs2318,2024-05-27T07:59:14Z,2024-05-27T07:59:14Z,0,No he got good.,0.1779
592,@gutinstinct4067,2024-05-27T07:58:42Z,2024-05-27T07:58:42Z,0,"And Trump hates the military LMAO , why the hell is he saluting a plane LMAO , And when are Republicans going to stop defending and supporting a Rapist and a Crook . They have ZERO morals at all.",-0.3472
593,@mommamomma3607,2024-05-27T07:58:39Z,2024-05-27T07:58:39Z,0,😆ok that was pretty dumb stick reporter by the track 😆,-0.0258
594,@chicketychina8447,2024-05-27T07:57:21Z,2024-05-27T07:57:21Z,0,The same coka cola that have Weasel Hailey 25 million to run against Trump and 90 million Americans..<br><br>Boycott Coke...<br>They&#39;re are members of the deep state and friends of Fauci,0.4767
595,,2024-05-27T07:53:27Z,2024-05-27T07:53:27Z,0,and Ivanka is a babe,0.0
596,@swampfox1776.,2024-05-27T07:53:01Z,2024-05-27T07:53:01Z,0,Im PROUD to be a southern redneck..... FJB,0.5904
597,@jdub1194,2024-05-27T07:52:04Z,2024-05-27T07:52:04Z,0,"Other than southern rednecks, seriously Joey?",-0.1779
598,@matthijsbos4870,2024-05-27T07:52:00Z,2024-05-27T07:52:00Z,0,Haha Blondy is lying.   The Libertarian Event was a disaster for Trump.  Go look it up.  Fox will not show you any of this.,-0.5574
599,@robertbowman5892,2024-05-27T07:51:28Z,2024-05-27T07:51:28Z,0,Y isn&#39;t the big weekend covering the big lie????? Run out of <br>💰💰💰💰💰💰,0.0
600,@OgHennyLow,2024-05-27T07:51:16Z,2024-05-27T07:51:16Z,9,BIDEN 2024! PROUD REPUBLICAN,0.628
601,@angiehinson2615,2024-05-27T07:49:55Z,2024-05-27T07:49:55Z,0,Trump 2024❤,0.0
602,@robertfrank9228,2024-05-27T07:49:42Z,2024-05-27T07:49:42Z,0,"Mr. Trump, make America great again",0.6249
603,@islandtime5643,2024-05-27T07:49:26Z,2024-05-27T07:49:26Z,4,An applause audience was arranged.,0.4215
604,@user-ps8dp8sq7i,2024-05-27T07:49:13Z,2024-05-27T07:49:13Z,0,Tomi its like all of you have been neutered. Your not the same since Obidenwas installed.  Concentrate on Bidens Treasonous actions,-0.296
605,@uriurg9857,2024-05-27T07:49:05Z,2024-05-27T07:49:05Z,0,SAVE  USA VOTE TRUMP 🇺🇸🇺🇸🇺🇸🇺🇸,0.6037
606,@disco1446,2024-05-27T07:48:51Z,2024-05-27T07:48:51Z,0,Everyone everywhere loves Trump and wants to be seen with him. You&#39;ve gone barmy.,0.5719
607,@Detroit100,2024-05-27T07:47:50Z,2024-05-27T07:47:50Z,1,Trump is DEFINITELY UNPOPULAR 🤡🤡🤡🤡,0.5319
608,@disco1446,2024-05-27T07:47:16Z,2024-05-27T07:47:16Z,0,What patriotic message?,0.0
609,@LuisSanchezLouieLouie,2024-05-27T07:46:26Z,2024-05-27T07:46:26Z,0,"Wasn’t that Obama’s speech? Something something about “not the example of our power, but the power of our example “ I know Obama said that! FOXNEWS GET ON IT!",0.0
610,@canman5060,2024-05-27T07:45:59Z,2024-05-27T07:45:59Z,0,Most people don&#39;t have a clue what exactly is a libertarian and what Libertarianism is.,0.3182
611,@canman5060,2024-05-27T07:44:12Z,2024-05-27T07:44:12Z,3,I&#39;ve got arrested by posting abortion is a crime against humanity underneath that sign !,-0.784
612,@GruntUK,2024-05-27T07:43:55Z,2024-05-27T07:43:55Z,0,"Supporting an individual who is the only president in history to be brought up on criminal charges, by a grand jury of civilians,  and is directly involved in trying to demolish the democratic political process is the dumbest thing an individual can do. It&#39;s even more dumb when the individual has stated his intent to drastically alter the American constitution to remove certain guaranteed freedoms and rights. But you sheep be you and only listen to pro Trump yes people who curtail to him.",0.3514
613,@Bevrinton,2024-05-27T07:43:32Z,2024-05-27T07:43:32Z,0,There were probably more skid marks in Joe Biden’s diaper than the skid marks on that race track.,0.0
614,@SharonFord-us3zk,2024-05-27T07:42:58Z,2024-05-27T07:42:58Z,0,"Why in the world would anyone think that inviting Biden to do the commencement speech at Westpoint, would be a good idea? The students at Morehouse tried to get him replaced back in April when they found out that he was going to be THEIR commencement speaker. We all saw how THAT turned out!",0.6696
615,@coreywilson5984,2024-05-27T07:41:58Z,2024-05-27T07:41:58Z,0,FJB,0.0
616,@raymondcromley6655,2024-05-27T07:41:32Z,2024-05-27T07:41:32Z,0,"The DEMOCRATS have forgotten their MORAL Billboard, TRUTH WILL BRING JUSTICE (to the AMERICAN PEOPLE)",0.7404
617,@gtcazusa,2024-05-27T07:38:54Z,2024-05-27T07:38:54Z,0,FOX COULDN&#39;T GET A BOOTH? LOL The producer should be embarrassed,0.2577
618,@Pwg1985,2024-05-27T07:33:16Z,2024-05-27T07:33:16Z,0,"<a href=""https://www.youtube.com/watch?v=CJTKjraHZPY&amp;t=293"">4:53</a> I shouldn’t get in to this problem.<br><br>WHAT????<br>Trump24",0.0
619,@kimani34,2024-05-27T07:30:53Z,2024-05-27T07:30:53Z,0,Orange Maniac.,-0.4767
620,@bobbyricigliano2799,2024-05-27T07:28:21Z,2024-05-27T07:28:21Z,0,Team Biden could organize a rally ANYWHERE in the country and it would still draw less than 1% of the typical Trump crowd.,0.0
621,@user-hx3vx9lr5g,2024-05-27T07:28:14Z,2024-05-27T07:28:14Z,0,Brought to you by Paul Ryan 😮,0.0
622,@DaveMaroldahasatinydick,2024-05-27T07:28:01Z,2024-05-27T07:28:01Z,0,Given most NASCAR supporters can&#39;t read or write it&#39;s hardly a relevant voter block.,0.1386
623,@barryt4455,2024-05-27T07:26:54Z,2024-05-27T07:27:54Z,2,Geez Louise! Who&#39;s stupid idea was it to have that reporter next to the track during a freaking NASCAR RACE?!,-0.7772
624,@mercymwangi2946,2024-05-27T07:24:32Z,2024-05-27T07:24:32Z,0,Trump country.,0.0
625,@Detroit100,2024-05-27T07:24:02Z,2024-05-27T07:24:02Z,5,FDT 🤡🤡🤡🤡🤡🤡🤡👈👈👈👈👈👈👈,0.0
626,@Detroit100,2024-05-27T07:22:56Z,2024-05-27T07:22:56Z,2,FDT 👿👿👿👿🤔🤔👿🤔🤔🤔👿👿👿👿👿,0.0
627,@Detroit100,2024-05-27T07:22:17Z,2024-05-27T07:22:17Z,2,Trump For 20-24 Years In Prison 🔒🔒🔒🔒💯,-0.5106
628,@Sandra-rt3ez,2024-05-27T07:22:15Z,2024-05-27T07:22:15Z,0,"Biden could care less about nothing,just look at our Country they messed up,Thanks to his masters Obama,the Clintons nd Bush,they did the same",0.2023
629,@erlysilva4198,2024-05-27T07:22:03Z,2024-05-27T07:22:03Z,0,God bless our awesome president Trump!!2024❤❤❤❤❤❤,0.8619
630,@MrEnniscorthy,2024-05-27T07:21:57Z,2024-05-27T07:21:57Z,0,"Don&#39;t lie about anything, ever. Lying leads to Hell. Jordan  Peterson Where does this leave Fox News and Trump?",-0.85
631,@davidgoodman6924,2024-05-27T07:21:36Z,2024-05-27T07:21:36Z,0,"That billboard was pathetic by the Dems...lies, all lies...😂",-0.5719
632,@Detroit100,2024-05-27T07:21:01Z,2024-05-27T07:21:01Z,1,Libertarian voters showed TRUMP The PEOPLE Of America Don&#39;t Want A womanizer and CRIMINAL For America&#39;s Commander and CHIEF 🔒🔒🔒💯💯💯💯😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃,-0.4466
633,@terencepillay5181,2024-05-27T07:20:12Z,2024-05-27T07:20:12Z,0,Billboard.. childish,-0.296
634,@donaldharlan3981,2024-05-27T07:19:57Z,2024-05-27T07:19:57Z,0,I hate car racing. I hate Florida. I hate Donald Trump. I hate Fox News. 🏎️,-0.9413
635,@Anthony-mi7ob,2024-05-27T07:19:19Z,2024-05-27T07:22:28Z,0,How much does Fox pay to block antiTrump comments?  It&#39;s kinda fun trying to find out when the algorithms kick in.  Have a play!,0.3397
636,@Anthony-mi7ob,2024-05-27T07:17:57Z,2024-05-27T07:23:06Z,0,Diddy Trump goes electric!,0.0
637,@Sandra-rt3ez,2024-05-27T07:17:54Z,2024-05-27T07:17:54Z,0,"President Trump is definitely gonna win NC,in fact he already have in Jesus Mighty name!,☝🏽✝️❤️",0.7777
638,@Richard-xc3jd,2024-05-27T07:15:10Z,2024-05-27T07:15:10Z,0,Their is a rapist roaming around the track.  Send him your money,-0.7096
639,@markogoldman8424,2024-05-27T07:15:04Z,2024-05-27T07:15:04Z,0,The power of FAUX news media when it comes to VOICE manufacture.,0.0
640,@Detroit100,2024-05-27T07:15:03Z,2024-05-27T07:15:03Z,1,Trump was BOOED OFF STAGE The Other night 🔒🔒🔒🔒😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃👈👈👈👈👈,0.0
641,@perfectionist724,2024-05-27T07:13:40Z,2024-05-27T07:14:31Z,0,I think the secret service hate Trump.  He goes every where.  Ufc fights. Nascar.  He makes there job hard lol<br><br>Opposite that old fool Biden who hides in the basement,-0.886
642,@zardozjones,2024-05-27T07:11:46Z,2024-05-27T07:11:46Z,0,"It&#39;s been a real disaster weekend for Trump. First the tiny shipped in crowd at the Bronx, Next the colossal booing F**K up at the Libertarian convention and now the horrendous Puff piece visit to the 600. Wondering what other stuff he can fit in before the Hush money trial this week?",-0.6705
643,@TOONTOWN-TEE,2024-05-27T07:09:50Z,2024-05-27T07:09:50Z,0,😮,0.0
644,@jdantigua1999,2024-05-27T07:09:45Z,2024-05-27T07:09:45Z,0,It was a fake cheer that was for someone else.  Vote BLUE,0.0516
645,@stevenwendellnelson5228,2024-05-27T07:07:56Z,2024-05-27T07:07:56Z,0,"Please worship the CREATOR OF THE UNIVERSE, THE LORD GOD and try not to worry too much about the differences between the different religions and denominations, try to think about the similarities and the things they may have in common more than the differences. Daily prayer is a fundamental part that many people do not practice although it is encouraged<br><br>&quot;CREATOR OF THE UNIVERSE, LORD GOD,  I beg you to never force me to worship any false god and I ask you for forgiveness for my sins and immorality. Thank you for everything. Amen.&quot; <br><br>Please pray this now, pray the words as you read them if you cannot look and remember them 🙏🙏🙏🙏",0.955
646,@pamcollins7845,2024-05-27T07:05:52Z,2024-05-27T07:05:52Z,0,Trump &#39;2024 🇺🇸,0.0
647,@ja200055,2024-05-27T07:05:24Z,2024-05-27T07:05:24Z,1,What a comparison Biden versus Trump.     FJB,0.0
648,@ernesthimself,2024-05-27T07:04:31Z,2024-05-27T07:04:31Z,0,Trump 2024.,0.0
649,@user-hu7cx9rq4p,2024-05-27T07:04:22Z,2024-05-27T07:04:22Z,0,Trump is being investigated for bribery by 2 committees. Asking the oil companies for 1 billion dollars to remove all the laws and regulations on the oil industry when he becomes President. The Oil companies wrote up draft legislation and executive orders for Donald Trump to sign. You have companies writing executive orders for the President to sign. This is not how it is done and is 100% a bribe. Ole Donny gona be Jailed.,-0.6124
650,@markp2085,2024-05-27T07:03:23Z,2024-05-27T07:03:23Z,0,"I guess the roaring reception is better than the booing he got the night before and the 100,000, I mean the 3,000 people that went to see him at the bronx.  I like many of the policies of trump, but his conspiracies and wanting to retaliate against those he perceives as being against him, just turns me off.  Plus he has too much legal baggage right now.",0.5346
651,@davidkennedy3945,2024-05-27T07:02:41Z,2024-05-27T07:02:41Z,0,Good video,0.4404
652,@user-hu7cx9rq4p,2024-05-27T07:01:45Z,2024-05-27T07:01:45Z,0,Trump was fantastic as his speech Infront of the Libertarians. He got 6 votes. BWBWHahahaROTFLMAO.  Stormy Daniels got a vote too. LOL,0.8038
653,@Katie-kt5uw,2024-05-27T07:00:14Z,2024-05-27T07:00:14Z,0,❤🇺🇸❤️,0.0
654,@dougshelton69,2024-05-27T06:59:38Z,2024-05-27T06:59:38Z,0,Bring back Jack Daniels and Budweiser sponsers🎉,0.0
655,@interexport09,2024-05-27T06:58:56Z,2024-05-27T06:58:56Z,1,"I stopped watching the some of the Fox news programs, if I see this guy Joey Jones. He is a total moron and stupid. The way he dress the way he looks the way he talks I don&#39;t know why he doesn&#39;t move to CNN or another Network. He is obnoxious.",-0.8885
656,@jansmit327,2024-05-27T06:58:26Z,2024-05-27T06:58:26Z,0,To whomever is in a relationship with Tomi... respect.. you have won in life. What a freakin&#39; woman😍. Emily Compagno is still my no1 though,0.5719
657,@edh_alters7116,2024-05-27T06:58:05Z,2024-05-27T06:58:05Z,0,So nice of the Democratic National Committee to make a billboard with Trump&#39;s face on it. <br>Thanks for the free advertising once again!,0.7707
658,@JesseWhiteBand,2024-05-27T06:57:11Z,2024-05-27T06:57:11Z,0,LOSER,-0.5267
659,@MichaelVance-el5mz,2024-05-27T06:56:54Z,2024-05-27T06:56:54Z,0,EVEN IF TRUMP WAS A CRIMINAL .. HES OUR CRIMINAL!! HES AMERICAN THROUGH AND THROUGH.. ALL BIDEN IS DOING IS TRYING TO OVERCOMPENSATE  FOR HIS SEGREGATION DAYS BY GOING EXTREMELY THE OPPOSITE DIRECTION BY ALLOWING EVERY DOPE DEALER AND EVERY STOLEAWAY WORLDWIDE JUST WALK INTO OUR COUNTRY UNSCRUPULOUSLY!!! GUESS WHAT BYEDONE . YOURE NOT GETTING YOUR BAD KARMA EXPUNGED BY GOD BY BETRAYING YOUR COUNTRY AND MAKING IT INTO A LITERAL WELCOME MAT FREE FORALL,0.394
660,@Rex.Vanrynn,2024-05-27T06:56:47Z,2024-05-27T06:56:47Z,1,"Biden is so old,The first time he went to Washington,George was there.",0.0
661,@arunrashasegaran2442,2024-05-27T06:56:21Z,2024-05-27T06:56:21Z,0,who cares where the Trump turd goes,0.4588
662,@ilan849,2024-05-27T06:56:10Z,2024-05-27T06:56:10Z,4,President Trump must pick either Nikki Heily or  Elise Stephanik for his VP to ensure the victory !!!,0.5386
663,@user-wd8jo3zr6h,2024-05-27T06:55:34Z,2024-05-27T06:55:34Z,0,"President Trump, take a day off. We need you for the next four years. You don&#39;t need to prove anything to us, you already have. Trump 2024.",0.0
664,@mikehunt-fx7sf,2024-05-27T06:55:18Z,2024-05-27T06:55:18Z,0,Sleeper-in-Chief,0.0
665,@Philcopson,2024-05-27T06:55:11Z,2024-05-27T06:55:11Z,0,FJB is a big &quot;Nap-car&quot; fan...,0.0
666,@paultruong6390,2024-05-27T06:54:50Z,2024-05-27T06:54:50Z,0,"June 27, 2024 If Donald Trump wants to debate Joe Biden, he must have a live audience to testify. If CNN &amp; ABC will edit the video, and when Joe Biden cannot answer, the TV station will cut it off. So no one knows how fake the competition is.   Donald Trump has to think twice when giving debate conditions. If Trump doesn&#39;t debate, Joe Biden also has to lose to Donald Trump. I hope Alina Habba has to remind Trump to be careful. If President Trump wants to expose Joe Biden, he has to have an audience to do it. The evidence has just exposed the left-wing media and left Joe Biden under pressure and finally had to give in. Trump went into the tiger&#39;s den to capture the king tiger, the right-wing media will be boycotted by the American people, otherwise the debate will only It&#39;s only one way. Joe Biden speaks and Trump cuts off the audio, CNN &amp; ABC will cover up the real voice. <br>   President Trump is smart enough, but without a plan, Trump is too eager to win and will lose. Joe Biden debates, Trump cannot expose Joe Biden, but the left-wing media who spread fake news to expose President Trump will suffer. be insulting",-0.9432
667,@Magnetroman,2024-05-27T06:54:40Z,2024-05-27T06:54:40Z,0,I don&#39;t even have to look. He was standing there pretending to take the cheers when the crowd was looking and cheering at something else wasn&#39;t he? <br><br>What a clown,0.7783
668,@jsun58,2024-05-27T06:54:21Z,2024-05-27T06:54:21Z,0,I guess they won’t be reporting that he was booed mercilessly at the libertarian convention,0.2263
669,@adamfrost3139,2024-05-27T06:53:06Z,2024-05-27T06:53:06Z,2,Don sure knows how to make an entrance 👍👏 Pissed off some climate activists I&#39;m sure lol.  Trump 24 🇺🇸,0.296
670,@jimhanlon2819,2024-05-27T06:52:13Z,2024-05-27T06:52:13Z,1,I guess Slow Mo Joe couldn’t get his meds right. His eye yes weren’t opened,0.4019
671,@byronjordan6882,2024-05-27T06:52:07Z,2024-05-27T06:52:07Z,0,I&#39;m glad trump was there. And not honoring losers who died in a war.,-0.6626
672,@richardhicks9914,2024-05-27T06:51:58Z,2024-05-27T06:51:58Z,0,Problem is he shouldn&#39;t be supporting NASCAR since NASCAR supported the BLM nonsense and I don&#39;t remember getting an apology from them.,0.0
673,@mGrunt-wg5zm,2024-05-27T06:51:57Z,2024-05-27T06:51:57Z,0,Everybody  says Newsom is a quisling  and  president  to !,0.0
674,@keithdeeds2385,2024-05-27T06:51:16Z,2024-05-27T06:51:16Z,0,Huh? 😂😂,0.0
675,@jeromejasper9111,2024-05-27T06:50:05Z,2024-05-27T06:50:05Z,0,🤣🤣🤣🤣🤣it&#39;s always been a blue collar sport. Showing your ignorance again,-0.3612
676,@stevemiller2929,2024-05-27T06:50:03Z,2024-05-27T06:50:03Z,0,Trump come back 2024,0.0
677,@masonchapman2007,2024-05-27T06:49:52Z,2024-05-27T06:49:52Z,0,God bless USA 🇺🇸,0.5994
678,@terryfeusner3089,2024-05-27T06:49:43Z,2024-05-27T06:49:43Z,0,"Trump loves the uneducated, 🖕",0.5719
679,@COUNTRYGIRLWA,2024-05-27T06:49:18Z,2024-05-27T06:49:18Z,0,"Oof,  terrible to try and hear her",-0.4767
680,@fannyekenstierna6159,2024-05-27T06:48:46Z,2024-05-27T06:48:46Z,0,TRUMP TRUMP TRUMP 🔥🔥🔥,0.0
681,@aliennotion2876,2024-05-27T06:48:40Z,2024-05-27T06:48:40Z,1,A new way to do a report on &quot;zoom.&quot;,0.0
682,@arunrashasegaran2442,2024-05-27T06:48:38Z,2024-05-27T06:48:38Z,0,Where is Trump&#39;s golfkart?,0.0
683,@stevenlarsen304,2024-05-27T06:48:28Z,2024-05-27T06:48:28Z,2,"Can&#39;t understand why the&quot;Greenies&quot; have not yet attacked NASCAR racing..??  Just think of the &quot;carbon footprint&quot; left behind in their exhaust!  &quot;Gentlemen start your engines&quot;! Godspeed gentlemen!   Cheers y&#39;all!,  (from Oriental NC)",0.7103
684,@brandanellis2953,2024-05-27T06:47:04Z,2024-05-27T06:47:04Z,0,Fox also probably thinks Trump got a roaring reception at the Libertarian convention as well.,0.4588
685,@Armywife61424,2024-05-27T06:45:30Z,2024-05-27T06:45:30Z,0,NC is trump land..<br> I am  Nascar fan of Jimmie Johnson,0.3182
686,@marcchua9904,2024-05-27T06:45:23Z,2024-05-27T06:45:23Z,1,Lols fake news😂😂😂😂😂,-0.4767
687,@Robert-dx4fq,2024-05-27T06:44:48Z,2024-05-27T06:44:48Z,0,Lol inbreeding is a hellev thing and is a real thing in Maga world of traitors and zealots,0.25
688,@DAS-Videos,2024-05-27T06:42:40Z,2024-05-27T06:42:40Z,0,Biden is practicing for the debate. Trying to anticipate every question.,0.0
689,@Space_Debris,2024-05-27T06:42:21Z,2024-05-27T06:42:21Z,0,The Old Media hates that cameras exist while Donald Trump around. We See Trump! 🇺🇸 We Love Trump! 🇺🇸,0.4374
690,@arunrashasegaran2442,2024-05-27T06:41:19Z,2024-05-27T06:41:19Z,0,"The human joke is there, what is that a solo salute? What is Donnie&#39;s thumb saluting to? His Nose? &quot;Patriotic pedal to the metal&quot; more like bone spurs in attendance.",0.6739
691,@kimburnham2045,2024-05-27T06:41:16Z,2024-05-27T06:41:16Z,0,President Trump AND Richard Childress !! YES!!!!! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,0.0
692,@timothystarks5053,2024-05-27T06:40:23Z,2024-05-27T06:40:23Z,0,"I have a heart, and im beginning to feel sorry for old Joe, should i?... After all the bad legislature this guy has passed to abridge the rights of people of color, why should i feel bad for him?... Mercy.... The strength of man is not defined by how much he can lift, but how much he can RESTRAIN.... And though Joe has been evil all of his adult life, i have and will show mercy to the old geeser....",-0.7757
693,@user-kj1od5ed7p,2024-05-27T06:39:50Z,2024-05-27T06:39:50Z,0,Joe Biden is not able to do 1/100th of what trump is capable of God bless you Donald Trump,0.7579
694,@MichaelVance-el5mz,2024-05-27T06:39:39Z,2024-05-27T06:39:39Z,0,HAIL DONALD TRUMP!!!,0.2905
695,@AdamLouisVanlifeTV,2024-05-27T06:36:58Z,2024-05-27T06:36:58Z,0,Yeah I&#39;m surprised that you fox your audio team couldn&#39;t get it better together than that? Come on man,0.7184
696,@jackmlindi4384,2024-05-27T06:36:32Z,2024-05-27T06:36:32Z,0,He&#39;s back with a mission to save us all!,0.5411
697,@lilyhuynh5080,2024-05-27T06:36:16Z,2024-05-27T06:36:16Z,0,Times for Biden go to nursing homes 🏠,0.0
698,@EdA-bz3bu,2024-05-27T06:36:00Z,2024-05-27T06:36:00Z,0,"I am shocked, at the <b>confederate</b> national sport. 🤣😂🤣😂🤣😂<br>The confederacy that has never been Americans and has never ever ever stopped fighting the civil war<br><b>Fox News is the confederacy’s propaganda media outlet</b>",-0.629
699,@monicalagle6459,2024-05-27T06:34:36Z,2024-05-27T06:34:36Z,0,Go speak at all large events trump,0.0
700,@mikecastro4403,2024-05-27T06:34:19Z,2024-05-27T06:34:19Z,3,I like how he said red necks but nobody cared or complained about it being offensive,-0.4767
701,@tigerclaw4537,2024-05-27T06:33:57Z,2024-05-27T06:33:57Z,0,What America needs is Americans that are better educated and poses common sense. 💙💙💙,0.4404
702,@landonic81,2024-05-27T06:33:30Z,2024-05-27T06:33:30Z,0,They didnt think this segment through 😂,0.0
703,@CRAIG5835,2024-05-27T06:32:54Z,2024-05-27T06:33:51Z,0,"She showed her greenhorn side, at the end of the clip we could hear her easily, that is because the pack is out of earshot and she should have timed the entirety of her scene when the cars had passed her and were on the other side of the track, the difference is enormous and hopefully if she gets another shot at a NASCAR gig I hope she learned a lot today. FINE looking woman.",0.8602
704,@monicalagle6459,2024-05-27T06:32:46Z,2024-05-27T06:32:46Z,0,He should have went to indy 500 Indianapolis  there was millions of people there,0.0
705,@robsherbonjr5880,2024-05-27T06:32:34Z,2024-05-27T06:32:34Z,1,That’s just impossible to watch with that audio.,0.0
706,@waiotahi52,2024-05-27T06:30:47Z,2024-05-27T06:30:47Z,0,Stormy Daniels said that Trump lied about size...even his crowds,-0.3818
707,@jonabondoc6701,2024-05-27T06:30:21Z,2024-05-27T06:30:21Z,0,PRESIDENT TRUMP 2024 🙏🏻🙏🏻🙏🏻🇺🇸🇺🇸🇺🇸🫡🫡🫡,0.0
