,author,published_at,updated_at,like_count,text,sentimiento
0,@SoCalian,2024-05-27T19:17:30Z,2024-05-27T19:17:30Z,0,Joey mentioned his dumb dead son again. Whodathunk,-0.8225
1,@maxwellanderson007,2024-05-27T18:17:12Z,2024-05-27T18:17:12Z,2,FJB. LOL. There were 5 jump cuts in 15 second video. LOL.,0.7065
2,@MadhavThapa-xy8hb,2024-05-27T18:04:32Z,2024-05-27T18:04:32Z,0,Biden 😂😂😂😂,0.0
3,@discopatrol.,2024-05-27T17:24:12Z,2024-05-27T17:24:12Z,0,Challenge RFK...I dare you Joe,0.0772
4,@jebbush3130,2024-05-27T16:37:59Z,2024-05-27T16:37:59Z,1,he has no idea what&#39;s going on,-0.296
5,@jackmckeown9121,2024-05-27T15:49:03Z,2024-05-27T15:49:03Z,0,"Images of headless and melted children are coming out of Rafah today as the US sits idly by like spineless cowards, afraid to put any substantial pressure on Israel to halt the humanitarian crisis and coordinate with neighboring states to transition to a Palestinian Authority led government in Gaza. The IDF’s reckless bombing campaign also continues to put the lives of the 100 remaining Israeli hostages in Gaza at risk. It’s getting harder and harder to justify voting for Joe Biden. I expect warmongering and a lack of humanity from Trump followers and Republicans in general but is this the best the Democratic Party can do?",0.6369
6,@terrencetrent9808,2024-05-27T15:13:54Z,2024-05-27T15:13:54Z,0,Go BIDEN,0.0
7,@tvshowmemes-jt8eb,2024-05-27T14:59:45Z,2024-05-27T14:59:45Z,0,You’re gonna get smacked lol,0.4215
8,@user-yi4hs7zu8f,2024-05-27T14:56:45Z,2024-05-27T14:56:45Z,0,Joe biden: you are jug you are flask you are 😅,0.0
9,@user-lc2fg5cm1y,2024-05-27T14:47:06Z,2024-05-27T14:47:06Z,0,"Please, Biden, America. Please, I have had a year and I have been asking for your help, and you are not telling me",0.743
10,@user-lc2fg5cm1y,2024-05-27T14:46:01Z,2024-05-27T14:46:01Z,0,"Biden, please help me. I have not forgotten your help. I am threatened with death by these people",0.1195
11,@Ahmed-kn1zo,2024-05-27T14:26:29Z,2024-05-27T14:26:29Z,0,👴,0.0
12,@gerryespinoza6826,2024-05-27T14:22:29Z,2024-05-27T14:22:29Z,0,Moran of a president,0.0
13,@hillock10,2024-05-27T14:16:15Z,2024-05-27T14:16:15Z,0,"Voting for this fool Biden risks total FINANCIAL COLLAPSE of the USA.  Figures don&#39;t lie.  The national debt is now at 35 trillion.  Household debt is at 17+ trillion in the USA.   Avg.  credit card debt is $8400.00.   The farming industry is in financial trouble.  Gas prices are roughly 82% inflated from 2020.  Food and real estate are dramatically increased from 2020.   Housing prices are up roughly 54% in the last 5 years.  The EV industry has collapsed.  Ancillary businesses like motion picture theatres, hobby shops and playhouses are dramatically dissolved and gone.",-0.9261
14,@allenchu4326,2024-05-27T13:09:51Z,2024-05-27T13:09:51Z,3,Trump 2024,0.0
15,@aof13,2024-05-27T12:53:33Z,2024-05-27T12:53:33Z,1,"Joe, I guess&quot;Spies who lied&quot; for you about Hunter’s laptop were wrong: &quot;The Laptop is Real”: Justice Department Denounces Claims of Russian Disinformation as a Biden “Conspiracy Theory”",-0.3818
16,@obamaniger,2024-05-27T12:32:07Z,2024-05-27T12:32:07Z,0,Become the president again leave me the fk alone,-0.296
17,@Brodzzzzz,2024-05-27T12:07:39Z,2024-05-27T12:07:39Z,1,I remember my first red bull Joe.,0.0
18,@joeshu3769,2024-05-27T11:52:50Z,2024-05-27T11:52:50Z,1,I&#39;ll debate Trump anytime! Any where!!!    Long as Trump isn&#39;t there.......,0.0
19,@robertjoe7590,2024-05-27T11:36:33Z,2024-05-27T11:36:33Z,2,"🖕 you Joe, you have destroyed this country and separated it more than ever your true job has been done, I see through your b.s",-0.1027
20,@user-my8bk7ll4j,2024-05-27T11:35:03Z,2024-05-27T11:35:03Z,1,Joe Biden you seriously need to cut the grocery store prices it&#39;s way to expensive,-0.4215
21,@abdelrraouf4032,2024-05-27T10:50:52Z,2024-05-27T10:50:52Z,1,BRAVO BIDEN  ; Beheaded children in Gaza now  . Really maniac president.,-0.5256
22,@euroovca25,2024-05-27T10:22:36Z,2024-05-27T10:22:36Z,1,is this an AI face? it sure looks like AI,0.5859
23,@handmade64,2024-05-27T10:07:42Z,2024-05-27T10:07:42Z,1,5 cuts for a 14 second video,-0.296
24,@theguyinblue123,2024-05-27T09:46:05Z,2024-05-27T09:46:05Z,1,Old clown,0.0
25,@bintang-ru4pv,2024-05-27T09:04:48Z,2024-05-27T09:04:48Z,0,bintang.itukh yang pikuk nggak mauu kuliah.❤😂😂😂,0.0
26,@juanDE1703,2024-05-27T07:54:44Z,2024-05-27T07:54:44Z,0,Without audience...😂😂😂,0.0
27,@LSqre,2024-05-27T07:28:33Z,2024-05-27T07:28:33Z,0,but will joe biden debate rfk jr.?,0.0
28,@LT.Daigle,2024-05-27T05:54:29Z,2024-05-27T05:54:29Z,0,"Who wants to bet they grease the skids with pills and shots. White wakes him up, blue calms him down and orange keeps the demons from dancing all around. Then the brown pill is so he doesn&#39;t spit his pants.",0.3182
29,@Veiwer277,2024-05-27T05:17:01Z,2024-05-27T05:17:01Z,0,"Debate RFK, then I&#39;ll give a 💩",0.0
30,@Anarchynow001,2024-05-27T04:52:32Z,2024-05-27T04:52:32Z,0,"He lost two debates against you in 2020? Very doubtful... Since you keep falling down everywhere....also you and your political buddies rig the election.... Because.... since you been in &quot;public service&quot; all your life you think  you deserve to be president..... That&#39;s the exact reason why you shouldn&#39;t... What have you done in that time? Put more people in color into cages.... Now you say if people don&#39;t vote for vote, the whitest president, they ain&#39;t black. The best part is that the bidentards eat it up. Debate me, if you can.",0.2869
31,@SyedMansoor-vl8xd,2024-05-27T02:24:06Z,2024-05-27T02:24:06Z,0,Reply....,0.0
32,@welianeferreira5149,2024-05-27T02:12:47Z,2024-05-27T02:12:47Z,0,So GO 😢,0.0
33,@welianeferreira5149,2024-05-27T02:12:18Z,2024-05-27T02:12:18Z,0,11:12 pm,0.0
34,@welianeferreira5149,2024-05-27T02:02:13Z,2024-05-27T02:02:13Z,0,❤🥦👯🤠🧡🗣️💅🛌,0.0
35,@welianeferreira5149,2024-05-27T02:00:29Z,2024-05-27T02:00:29Z,0,I do take care mount,0.4939
36,@Pandabubba9,2024-05-27T01:37:40Z,2024-05-27T01:37:40Z,0,I can’t use bathrooms in my nice city areas with out asking for keys and getting permission because homeless and random foreigners are doing crazy things to Safeway and McDonald’s bathrooms in my area that has Audi dealers and Porsche dealers and .5-3 million dollar homes,0.1027
37,@welianeferreira5149,2024-05-27T01:28:36Z,2024-05-27T01:28:36Z,0,This is satan I&#39;m sure,0.3182
38,@welianeferreira5149,2024-05-27T01:27:14Z,2024-05-27T01:27:14Z,0,"No problem Joe, because It&#39;s absolut crime to me now",-0.8126
39,@MondomondoTime,2024-05-27T01:03:08Z,2024-05-27T01:03:30Z,0,That&#39;s alot of edits... Wonder what the B roll looks like,0.3612
40,@teddyfabz835,2024-05-27T00:14:34Z,2024-05-27T00:14:34Z,3,"Remember when Joey said &quot;black kids are just as bright as white kids&quot;?  That was awesome!<br><br>Remember when Joey said &quot;you have to be at least a little Indian to even walk into a 7-11&quot;?  That was awesome!<br><br>Remember when Joey said to blacks &quot;if you don&#39;t vote for me, then you ain&#39;t black &quot;? That was awesome!<br><br>Remember when Joey said&quot;when I was VP, Obama sent me to Detroit to take care of COVID &quot;? That was awesome!",0.9236
41,@76ersALLDAY,2024-05-27T00:09:43Z,2024-05-27T00:09:43Z,3,Worst president in history.,-0.6249
42,@welianeferreira5149,2024-05-27T00:05:56Z,2024-05-27T00:05:56Z,0,I do take to now &quot; NIECE &quot;,0.0
43,@welianeferreira5149,2024-05-27T00:05:05Z,2024-05-27T00:05:05Z,0,Honored,0.5859
44,@donaldmurphy3148,2024-05-27T00:03:11Z,2024-05-27T00:03:11Z,0,Trump will take his lunch money. And Joe will be seen for what he is.,0.0
45,@Fritchley,2024-05-26T23:52:38Z,2024-05-26T23:52:38Z,0,Bros losing😂,0.0
46,@theloverofbeliever,2024-05-26T23:44:18Z,2024-05-26T23:44:18Z,0,Useless! What happened about restoring international law and order? Shame on you!,-0.6467
47,@welianeferreira5149,2024-05-26T23:42:18Z,2024-05-26T23:42:18Z,0,Tankyou ALL right he,0.0
48,@welianeferreira5149,2024-05-26T23:41:37Z,2024-05-26T23:41:37Z,0,"Yes about brother , gether me né",0.4019
49,@welianeferreira5149,2024-05-26T23:37:58Z,2024-05-26T23:37:58Z,0,"Yes joe, I do wait in my house",0.4019
50,@welianeferreira5149,2024-05-26T23:34:21Z,2024-05-26T23:34:21Z,0,"But miss niece, because she missing house him",-0.5719
51,@welianeferreira5149,2024-05-26T23:33:49Z,2024-05-26T23:33:49Z,0,"Yes joe, I camin back and street clean 8:32 pm",0.6597
52,@GrimSoulBanisher,2024-05-26T23:15:53Z,2024-05-26T23:15:53Z,4,One of the best campaign ads in support of Donald Trump.,0.7845
53,@welianeferreira5149,2024-05-26T23:05:50Z,2024-05-26T23:05:50Z,0,8:05 pm,0.0
54,@welianeferreira5149,2024-05-26T23:05:13Z,2024-05-26T23:05:13Z,0,I do take my niece,0.0
55,@captfcknut,2024-05-26T22:44:59Z,2024-05-26T22:44:59Z,0,Depends price at Wally World is awesome!!!!,0.0
56,@princejavv3314,2024-05-26T22:22:42Z,2024-05-26T22:22:42Z,1,AI is creepy😅,0.0
57,@Turkiye-vv1nz,2024-05-26T22:15:37Z,2024-05-26T22:15:37Z,0,🫵 you must end the war,-0.5994
58,@welianeferreira5149,2024-05-26T21:59:08Z,2024-05-26T21:59:08Z,0,Hi. Here joe,0.0
59,@ChiefManny1,2024-05-26T21:51:10Z,2024-05-26T21:51:10Z,3,Demon-Rat.,0.0
60,@hudhud6714,2024-05-26T21:03:37Z,2024-05-26T21:03:37Z,0,IS NETANYAHU IS =PRISONN,0.0
61,@welianeferreira5149,2024-05-26T20:28:32Z,2024-05-26T20:28:32Z,0,I washn&#39;t,0.0
62,@zhivko-sr8gq,2024-05-26T20:27:21Z,2024-05-26T20:27:21Z,2,"Biden, with all due non respect you dont even know how to talk properly without drugs let alone do debates. Get your speech up and then think of opening up against trump.<br>Trump 2024",0.5913
63,@welianeferreira5149,2024-05-26T20:22:09Z,2024-05-26T20:22:09Z,0,Kitchen too clean,0.4019
64,@welianeferreira5149,2024-05-26T20:21:34Z,2024-05-26T20:21:34Z,0,Ready now the my shower,0.3612
65,@tahirmohamed4621,2024-05-26T19:41:04Z,2024-05-26T19:41:04Z,0,.ER  helvtte for arab abmnf falska muslem,0.0
66,@lijiajun1994gg,2024-05-26T19:19:29Z,2024-05-26T19:19:29Z,0,Please you Congratulations china Become Developed Super powerful countries,0.9169
67,@americangal4620,2024-05-26T19:16:01Z,2024-05-26T19:16:01Z,4,"He couldn’t debate a 2 year old. He is gone. His days on earth, and in WH, are numbered. His decline is obvious for anyone with a working brain.",0.0
68,@welianeferreira5149,2024-05-26T19:12:25Z,2024-05-26T19:12:25Z,0,Do shower,0.0
69,@welianeferreira5149,2024-05-26T19:12:03Z,2024-05-26T19:12:03Z,0,"Hi,what now",0.0
70,@benjaminnunes9636,2024-05-26T19:05:30Z,2024-05-26T19:05:30Z,4,Sorry but you lost my vote to The Don,-0.4767
71,@TheRealRomansThirteen,2024-05-26T18:50:23Z,2024-05-26T18:50:23Z,1,Drop out. Endorse Rfk.,0.0516
72,@thedeadman4367,2024-05-26T18:38:56Z,2024-05-26T18:38:56Z,0,Could you give Americans free heathcare? I would be so happy,0.8419
73,@Liberalcali,2024-05-26T18:35:14Z,2024-05-26T18:35:14Z,4,Hunter Laptop is real,0.0
74,@QwkDraw,2024-05-26T18:31:07Z,2024-05-26T18:31:07Z,1,"Hey, as a Democrat, I only ask for something I can work with here! There&#39;s nothing here. Biden is all used up.  You really expect me to vote him in again?",0.0
75,@welianeferreira5149,2024-05-26T18:23:58Z,2024-05-26T18:23:58Z,0,Ukrainian Nathalia case,0.0
76,@welianeferreira5149,2024-05-26T18:21:57Z,2024-05-26T18:21:57Z,0,Discovery 🆔,0.0
77,@welianeferreira5149,2024-05-26T18:19:29Z,2024-05-26T18:19:29Z,0,Peoples lose in my life because rule lord only in this,-0.4019
78,@welianeferreira5149,2024-05-26T18:18:01Z,2024-05-26T18:18:01Z,0,"Yes Joe, It&#39;s about who you&#39;ll and who us at our culture diferent",0.4019
79,@welianeferreira5149,2024-05-26T18:15:50Z,2024-05-26T18:15:50Z,0,job tomorrow Salon hair,0.0
80,@welianeferreira5149,2024-05-26T18:14:26Z,2024-05-26T18:14:26Z,0,"Hey Joe, I ate brother too. Food I said to you",0.0
81,@stinkystu1,2024-05-26T17:48:37Z,2024-05-26T17:48:37Z,3,Mr. Potato Head could beat you at this point.,0.0
82,@welianeferreira5149,2024-05-26T17:03:59Z,2024-05-26T17:03:59Z,0,Time this crime . Start at 2015 and still now 2024,-0.5423
83,@welianeferreira5149,2024-05-26T17:03:00Z,2024-05-26T17:03:00Z,0,dinner ready. About this,0.3612
84,@welianeferreira5149,2024-05-26T17:02:36Z,2024-05-26T17:02:36Z,0,Yes I did in market. Taking a drink,0.4019
85,@judymarlene3414,2024-05-26T16:53:51Z,2024-05-26T16:53:51Z,2,"Stop lying about the naval academy joey,just stop it,no proof…your grades were abysmal….so just stop,and your son bobo…no war hero,he heroically wrestled a rogue printer trying to raise the ac setting to 78 in the lawyer filled building he worked in…then he went hand to hand with three boxes of paper clips….a fine deed but not worthy of a bronze star….try to find an honest original thought joey,stop lying…please.",0.6418
86,@LemmyNoylin,2024-05-26T16:32:47Z,2024-05-26T16:32:47Z,0,Irene Wiley a manipulator,0.0
87,@ukrainiansintheass5089,2024-05-26T15:55:17Z,2024-05-26T15:55:17Z,3,Biden will go down in history as the bloodiest US president who started a war between Russia and Ukraine.,-0.5994
88,@welianeferreira5149,2024-05-26T15:38:01Z,2024-05-26T15:38:01Z,0,Hi joe. Don&#39;t Go. Me in house make dinner,0.0
89,@VitorHugo-rc4lk,2024-05-26T15:26:15Z,2024-05-26T15:27:00Z,0,Tem meu Respeito meu Presidente 🇺🇲 👏🏻👏🏻👏🏻Biden,0.0
90,@StevenButcher-jj3bj,2024-05-26T15:06:55Z,2024-05-26T15:06:55Z,2,You sound like you’re the kid in Home Alone!,0.2003
91,@welianeferreira5149,2024-05-26T14:41:19Z,2024-05-26T14:41:19Z,0,I&#39;m not ready joe,-0.2755
92,@tarakicordillera4120,2024-05-26T13:56:21Z,2024-05-26T13:56:21Z,2,I&#39;m very disappointed to you actually,-0.5256
93,@craigherbert200,2024-05-26T13:55:48Z,2024-05-26T13:55:48Z,1,By the looks of the comments  this POS just made  another  Trump Ad,0.0
94,@user-rc9dc3rb1u,2024-05-26T13:53:34Z,2024-05-26T13:53:34Z,0,Need federal funding,0.0
95,@user-gz8ii6ns5d,2024-05-26T13:41:53Z,2024-05-26T13:41:53Z,2,I love how he stopped uploading when he realized how bad he was bombing every upload,-0.0516
96,@user-vs1rm9ph9r,2024-05-26T13:36:22Z,2024-05-26T13:36:51Z,0,មេដឹកនាំពិភពលោកអត់ប្រយោជន៍ <br>ក្រោកពីដេករឺនៅ បើងើបហើយ ដោះស្រាយ ផ្កាយរណបរំលោភសិទ្ធមនុស្ស,0.0
97,@user-vs1rm9ph9r,2024-05-26T13:05:21Z,2024-05-26T13:05:21Z,0,អាកញ្ចាស់ឆ្កួត ហែង និយាយ អ្វី ដាក់ប្រជាជន អញ បានកាយវិការវាឡប់<br>អាកញ្ចាស់ឆ្កួត ( បកប្រែផងអាឆ្កែថោកទាប ),0.0
98,@aof13,2024-05-26T13:05:17Z,2024-05-26T13:05:17Z,2,Joe you are a simple old man with a poor memory who can&#39;t even stand for trial. <br>&quot;Biden campaign plans to get more aggressive once Trump trial ends&quot; TRUMP 2024!!!!,-0.732
99,@user-vs1rm9ph9r,2024-05-26T13:02:11Z,2024-05-26T13:02:11Z,0,អាឆ្កែថោកទាប goodnigh,0.0
100,@carlzobel513,2024-05-26T12:38:04Z,2024-05-26T12:38:04Z,4,"Pinocchio, someone is pulling his strings, and he lies!",-0.4753
101,@bathory5026,2024-05-26T12:11:06Z,2024-05-26T12:11:06Z,3,Trump should hack his teleprompter,0.0
102,@user-qz5cj,2024-05-26T10:55:46Z,2024-05-26T10:55:46Z,1,Corrupt election korea by china haveto   depence now.,0.0
103,@allanhope6263,2024-05-26T08:16:16Z,2024-05-26T08:16:16Z,1,c&#39;mon Uncle Sam - go Green!,0.0
104,@dinsdag6juli2010,2024-05-26T07:58:16Z,2024-05-26T07:58:16Z,2,I remember Pennsylvania looking up &#39;how to change my vote&#39; after that second debate lol,0.4215
105,@JesusChrist0000AD,2024-05-26T05:39:44Z,2024-05-26T05:39:44Z,0,Bro start playing hoi4,0.2023
106,@GirlofNicky,2024-05-26T05:38:30Z,2024-05-26T06:10:57Z,0,"I think simething has to change for the Dem Part to prevail. There are too many questions and few answers regarding birder crissings, large numbers of refugees/immugrants without support services fir basic needs, socialization into our culture, medical and psychiatric care. Someone needs to be appointed with authority and a budget to meet these needs and prevent chaos, distress and crime. Vague tax rules for middle class retirees is terrifying especially if their sick. Sickness bankrupts  people. Set the family of the President in order. Resolve this situation. People are afraid of “you will be happy but you will have nothing. You needd massive public relations overhaul. Settle all charges regarding DT. Don’t fail the test. Be merciful and magnanymous to DT The VP is maybe not helpful given lack of foreign relations wxperience. She is very accomplished but “ put parents in jail whose kids cut school” is as bad as “defund the police.” You need amother VP I think or she needs PR training. Put rumors to rest: reports if authorization of deadly force when Maralago was raided.",-0.9507
107,@mohammedha985,2024-05-26T05:25:56Z,2024-05-26T05:25:56Z,3,Ur done mr president,0.0
108,@sulvurplayz7126,2024-05-26T05:25:43Z,2024-05-26T05:25:43Z,3,FJB! Stop ruining this country and go to a nursery home!!! TRUMP 2024,-0.6562
109,@welianeferreira5149,2024-05-26T04:48:24Z,2024-05-26T04:48:24Z,0,In them,0.0
110,@welianeferreira5149,2024-05-26T04:48:13Z,2024-05-26T04:48:13Z,0,Look joe my force eternal,0.0
111,@raraavis8996,2024-05-26T04:44:56Z,2024-05-26T04:44:56Z,1,the zoom in n out edits makes this way more cringe,0.0
112,@welianeferreira5149,2024-05-26T04:40:55Z,2024-05-26T04:40:55Z,0,I&#39;m normal joe e you ?,0.0
113,@welianeferreira5149,2024-05-26T04:38:00Z,2024-05-26T04:38:00Z,1,"Look joe, what this it",0.0
114,@welianeferreira5149,2024-05-26T04:32:24Z,2024-05-26T04:32:24Z,0,My boyfriend far the my soul. Tv 📺 is off,0.0
115,@welianeferreira5149,2024-05-26T04:26:50Z,2024-05-26T04:26:50Z,0,Your rules because you&#39;ll so organisad and clean,0.4522
116,@welianeferreira5149,2024-05-26T04:20:43Z,2024-05-26T04:20:43Z,0,Bureaucracy conversation,0.0
117,@welianeferreira5149,2024-05-26T04:18:49Z,2024-05-26T04:18:49Z,0,Ceremonial in conversations,0.0
118,@welianeferreira5149,2024-05-26T04:17:33Z,2024-05-26T04:17:33Z,0,Have time to cerimony. Time free more in conversation,0.5106
119,@welianeferreira5149,2024-05-26T04:16:32Z,2024-05-26T04:16:32Z,0,Seasoned,0.0
120,@welianeferreira5149,2024-05-26T04:15:40Z,2024-05-26T04:15:40Z,0,Bye joe. Talk with you on the moning ok. now to me 1:15 am,0.296
121,@user-jx6jl5oj9k,2024-05-26T03:59:34Z,2024-05-26T03:59:34Z,0,"There are many Ex-Muslims Atheists in Egypt and the government of Egypt by force  teach our children in school islam religion. Please USA, force Egypt to stop teaching islam religion to children in school. Studying a religion is a choice not by force according to human rights. 9/11 is not a proof?",0.0258
122,@welianeferreira5149,2024-05-26T03:57:16Z,2024-05-26T03:57:16Z,0,Island the fear,-0.4939
123,@welianeferreira5149,2024-05-26T03:56:33Z,2024-05-26T03:56:33Z,0,Shutte island,0.0
124,@SoCalian,2024-05-26T03:48:48Z,2024-05-26T03:48:48Z,1,When Joey had to beg the cadets at West Point to clap for him 🤣🤣🤣🇺🇲🇺🇲🇺🇲,0.0
125,@user-li7lh6wc9u,2024-05-26T03:40:32Z,2024-05-26T03:41:22Z,1,Sloppy Joe left his coke in the Whitehouse lol Historical blunder on his watch and mirror,0.4215
126,@cheeseball2967,2024-05-26T03:06:41Z,2024-05-26T03:06:41Z,1,geezer,0.0
127,@welianeferreira5149,2024-05-26T03:04:35Z,2024-05-26T03:04:35Z,0,Yes let&#39;s checkout there,0.4019
128,@welianeferreira5149,2024-05-26T03:02:57Z,2024-05-26T03:02:57Z,0,It&#39;s natural Juice less,0.3612
129,@welianeferreira5149,2024-05-26T02:58:25Z,2024-05-26T02:58:25Z,0,Brainwash,0.0
130,@welianeferreira5149,2024-05-26T02:57:27Z,2024-05-26T02:57:27Z,0,Delvale box vallue expensive to me,0.0
131,@welianeferreira5149,2024-05-26T02:56:28Z,2024-05-26T02:56:28Z,0,Delvale Juice but It&#39;s not in box,0.0
132,@bisquick3662,2024-05-26T02:56:24Z,2024-05-26T02:56:24Z,1,this guy is frail and old,0.0
133,@welianeferreira5149,2024-05-26T02:55:19Z,2024-05-26T02:55:19Z,0,Nutrinectar flavors,0.0
134,@welianeferreira5149,2024-05-26T02:54:44Z,2024-05-26T02:54:44Z,0,juice. Nutri néctar,0.0
135,@welianeferreira5149,2024-05-26T02:53:48Z,2024-05-26T02:53:48Z,0,Please joe something drink to dinner morning,0.3182
136,@welianeferreira5149,2024-05-26T02:52:23Z,2024-05-26T02:52:23Z,0,Lasagna and rice,0.0
137,@welianeferreira5149,2024-05-26T02:51:29Z,2024-05-26T02:51:29Z,0,She is in sanity,0.0
138,@welianeferreira5149,2024-05-26T02:50:45Z,2024-05-26T02:50:45Z,0,It&#39;s problem to you camila cabelo,-0.4019
139,@nonoydomingo8586,2024-05-26T02:48:47Z,2024-05-26T02:48:47Z,0,Thanks Mr President For Support My Country Against china🇵🇭🇺🇸,0.6808
140,@welianeferreira5149,2024-05-26T02:45:48Z,2024-05-26T02:45:48Z,0,"It&#39;s didn&#39;t day saturday, It&#39;s tomorrow sunday",0.0
141,@welianeferreira5149,2024-05-26T02:30:30Z,2024-05-26T02:30:30Z,0,"This part It&#39;s not because he send, but we in natural life and we human. So cerimony everytime to lord",0.5023
142,@welianeferreira5149,2024-05-26T02:28:37Z,2024-05-26T02:28:37Z,0,Cerimony time lord. We realise this,0.0
143,@welianeferreira5149,2024-05-26T02:27:53Z,2024-05-26T02:27:53Z,0,When we talk cerimony,0.0
144,@welianeferreira5149,2024-05-26T02:26:37Z,2024-05-26T02:26:37Z,0,Do Go. ate me e brother. Yes I do 👣,0.4019
145,@welianeferreira5149,2024-05-26T02:25:46Z,2024-05-26T02:25:46Z,0,Everytime about Channel problem,-0.4019
146,@welianeferreira5149,2024-05-26T02:25:17Z,2024-05-26T02:25:17Z,0,Hey joe . Sorry what happen,-0.0772
147,@Lanos666,2024-05-26T01:43:55Z,2024-05-26T01:47:07Z,0,"I am here for the comments lol 😂, looking for a positive comment but unable to find one.",0.4939
148,@DustyNickelz,2024-05-26T01:32:24Z,2024-05-26T01:32:24Z,0,There were about 15 cut takes in the 15 second video.,-0.2732
149,@upgrade6678,2024-05-26T01:21:50Z,2024-05-26T01:21:50Z,0,Bro has turned Asian,0.0
150,@chipdouglaschipdouglas,2024-05-26T01:12:28Z,2024-05-26T01:12:28Z,1,“Repeat the line” “Pause”,0.0
151,@chipdouglaschipdouglas,2024-05-26T01:05:05Z,2024-05-26T01:05:05Z,1,🤡🤡🤡🤡🤡🤡🤡😂😂,0.0
152,@BRICKHOUSE-NNBDGP,2024-05-26T00:21:03Z,2024-05-26T00:21:03Z,1,Go away you and kamala,0.0
153,@BRICKHOUSE-NNBDGP,2024-05-26T00:20:24Z,2024-05-26T00:20:24Z,1,Delusional,0.0
154,@Adderallistheonlyway,2024-05-25T23:50:57Z,2024-05-25T23:50:57Z,1,Biden couldn&#39;t win a debate against a block of wood.,0.2263
155,@captfcknut,2024-05-25T23:41:19Z,2024-05-25T23:41:19Z,1,Whaaaaaatttt ?????<br>Joes lost it!,-0.5502
156,@NolanRoberts-he6sb,2024-05-25T23:21:26Z,2024-05-25T23:21:26Z,3,You’re the reason some people are struggling in the world and my family is included so stop acting like your the best when you one of the worst,-0.422
157,@GreyWind1988,2024-05-25T22:58:35Z,2024-05-25T22:58:35Z,3,You needed 5 jump cuts for a 15 second ad ... woof,-0.296
158,@maxbenti320,2024-05-25T22:57:06Z,2024-05-25T22:57:06Z,1,😂😂😂,0.0
159,@lukasmiller486,2024-05-25T22:31:28Z,2024-05-25T22:31:28Z,2,Can’t stand either of them.,0.0
160,@mocmocgueye8720,2024-05-25T22:28:31Z,2024-05-25T22:28:31Z,1,Thanks for the subtitles.,0.4404
161,@welianeferreira5149,2024-05-25T22:02:17Z,2024-05-25T22:02:17Z,1,🤦,0.0
162,@welianeferreira5149,2024-05-25T22:01:21Z,2024-05-25T22:01:21Z,0,Hey joe Me here ok. e so problem still,-0.3163
163,@GeraldoA-jc5nl,2024-05-25T21:40:00Z,2024-05-25T21:40:00Z,2,who is joe biden?,0.0
164,@michaelwheat759,2024-05-25T21:34:52Z,2024-05-25T21:34:52Z,1,Biden isn’t going to even do one. Trump would eat his lunch. Even the teleprompter couldn’t save him. We’ve all seen that firsthand 😆😆,0.4939
165,@itsawackyworld8717,2024-05-25T21:13:36Z,2024-05-25T21:13:36Z,2,Biden we Hate you! -From America,-0.6114
166,@SKIBIDIBIDEN,2024-05-25T20:44:29Z,2024-05-25T20:44:29Z,0,Skibidi biden,0.0
167,@nicolasjlorenzo,2024-05-25T20:20:01Z,2024-05-25T20:20:01Z,1,Who told you you won? cnn?,0.6199
168,@heathreeves6327,2024-05-25T20:15:24Z,2024-05-25T20:15:24Z,1,Joe Biden is fescies on a stick. Trump 2024,0.0
169,@welianeferreira5149,2024-05-25T20:10:24Z,2024-05-25T20:10:24Z,1,Shower now 5:10 pm,0.0
170,@welianeferreira5149,2024-05-25T20:04:58Z,2024-05-25T20:04:58Z,0,Vallue chips 10.00 R$,0.0
171,@welianeferreira5149,2024-05-25T20:03:34Z,2024-05-25T20:03:34Z,0,In my eye,0.0
172,@welianeferreira5149,2024-05-25T20:02:07Z,2024-05-25T20:02:07Z,0,In the prision but It&#39;s not lord,0.0
173,@welianeferreira5149,2024-05-25T19:58:22Z,2024-05-25T19:58:22Z,0,Freedom,0.6369
174,@foggyosos4003,2024-05-25T19:53:59Z,2024-05-25T19:53:59Z,1,Joe and His family proves any Criminal can become president,-0.5267
175,@brattycathy,2024-05-25T18:49:06Z,2024-05-25T18:49:06Z,0,Who do you think will pick out the right people for the job? Joe Biden. I hope you get your second term.  Trump is dangerous because he can be bought. He is a traitor. And a danger to the whole world.,-0.5574
176,@ChandraMalone-cy1tg,2024-05-25T18:35:28Z,2024-05-25T18:35:28Z,1,Money for Joe 😄,0.0
177,@BarbecueSnowflake,2024-05-25T18:06:15Z,2024-05-25T18:06:15Z,2,Joe Biden Googled himself this morning to see if he was still alive,0.3818
178,@wth32,2024-05-25T17:50:37Z,2024-05-25T17:50:37Z,2,Let&#39;s go Brandon.,0.0
179,@DunnRightVideos,2024-05-25T17:40:29Z,2024-05-25T17:40:29Z,2,There is no way he won the election. America is in trouble and the citizens cannot let those responsible just walk free. Action needs to be taken,0.2819
180,@jmich1762,2024-05-25T17:05:43Z,2024-05-25T17:07:14Z,1,Mandatory drug test and no earpieces,-0.2263
181,@user-pl2gi6vt8n,2024-05-25T16:30:25Z,2024-05-25T16:30:25Z,0,អាឆ្កែថោកទាប<br>គ្រាន់ជាងពួកអញ<br>ឈប់ប៉ះពាល់សន្លឹកឆ្នោតពួកអញ<br>អាឆ្កែថោកទាប,0.0
